DEP;PDEP;ARR;PARR;D
22.08.2015 02:30;FREDERICIA;22.08.2015 11:30;COPENHAGEN;164
16.08.2015 21:00;KLAIPEDA;17.08.2015 09:00;KARLSHAMN;225
23.08.2015 21:00;KLAIPEDA;24.08.2015 09:00;KARLSHAMN;225
13.08.2015 11:00;KLAIPEDA;14.08.2015 18:30;FREDERICIA;457
20.08.2015 11:00;KLAIPEDA;21.08.2015 18:30;FREDERICIA;457
10.08.2015 19:00;KARLSHAMN;11.08.2015 09:00;KLAIPEDA;225
17.08.2015 19:00;KARLSHAMN;18.08.2015 09:00;KLAIPEDA;225
11.08.2015 19:00;KARLSHAMN;12.08.2015 09:00;KLAIPEDA;225
18.08.2015 19:00;KARLSHAMN;19.08.2015 09:00;KLAIPEDA;225
12.08.2015 19:00;KARLSHAMN;13.08.2015 09:00;KLAIPEDA;225
19.08.2015 19:00;KARLSHAMN;20.08.2015 09:00;KLAIPEDA;225
13.08.2015 19:00;KARLSHAMN;14.08.2015 09:00;KLAIPEDA;225
20.08.2015 19:00;KARLSHAMN;21.08.2015 09:00;KLAIPEDA;225
14.08.2015 19:00;KARLSHAMN;15.08.2015 09:00;KLAIPEDA;225
21.08.2015 19:00;KARLSHAMN;22.08.2015 09:00;KLAIPEDA;225
15.08.2015 19:00;KARLSHAMN;16.08.2015 09:00;KLAIPEDA;225
22.08.2015 19:00;KARLSHAMN;23.08.2015 09:00;KLAIPEDA;225
16.08.2015 19:00;KARLSHAMN;17.08.2015 09:00;KLAIPEDA;225
23.08.2015 19:00;KARLSHAMN;24.08.2015 09:00;KLAIPEDA;225
10.08.2015 21:00;KLAIPEDA;11.08.2015 09:00;KARLSHAMN;225
17.08.2015 21:00;KLAIPEDA;18.08.2015 09:00;KARLSHAMN;225
11.08.2015 21:00;KLAIPEDA;12.08.2015 09:00;KARLSHAMN;225
18.08.2015 21:00;KLAIPEDA;19.08.2015 09:00;KARLSHAMN;225
12.08.2015 21:00;KLAIPEDA;13.08.2015 09:00;KARLSHAMN;225
19.08.2015 21:00;KLAIPEDA;20.08.2015 09:00;KARLSHAMN;225
13.08.2015 21:00;KLAIPEDA;14.08.2015 09:00;KARLSHAMN;225
20.08.2015 21:00;KLAIPEDA;21.08.2015 09:00;KARLSHAMN;225
14.08.2015 21:00;KLAIPEDA;15.08.2015 09:00;KARLSHAMN;225
21.08.2015 21:00;KLAIPEDA;22.08.2015 09:00;KARLSHAMN;225
15.08.2015 21:00;KLAIPEDA;16.08.2015 09:00;KARLSHAMN;225
22.08.2015 21:00;KLAIPEDA;23.08.2015 09:00;KARLSHAMN;225
10.08.2015 14:00;KIEL;11.08.2015 12:30;KLAIPEDA;399
17.08.2015 14:00;KIEL;18.08.2015 12:30;KLAIPEDA;399
11.08.2015 16:00;KIEL;12.08.2015 14:00;KLAIPEDA;399
18.08.2015 16:00;KIEL;19.08.2015 14:00;KLAIPEDA;399
12.08.2015 18:00;KIEL;13.08.2015 16:30;KLAIPEDA;399
19.08.2015 18:00;KIEL;20.08.2015 16:30;KLAIPEDA;399
13.08.2015 20:00;KIEL;14.08.2015 18:00;KLAIPEDA;399
20.08.2015 20:00;KIEL;21.08.2015 18:00;KLAIPEDA;399
14.08.2015 22:00;KIEL;15.08.2015 20:00;KLAIPEDA;399
21.08.2015 22:00;KIEL;22.08.2015 20:00;KLAIPEDA;399
15.08.2015 23:00;KIEL;16.08.2015 22:30;KLAIPEDA;399
22.08.2015 23:00;KIEL;23.08.2015 22:30;KLAIPEDA;399
10.08.2015 15:00;KLAIPEDA;11.08.2015 12:00;KIEL;399
17.08.2015 15:00;KLAIPEDA;18.08.2015 12:00;KIEL;399
11.08.2015 17:30;KLAIPEDA;12.08.2015 14:00;KIEL;399
18.08.2015 17:30;KLAIPEDA;19.08.2015 14:00;KIEL;399
12.08.2015 19:00;KLAIPEDA;13.08.2015 16:00;KIEL;399
19.08.2015 19:00;KLAIPEDA;20.08.2015 16:00;KIEL;399
14.08.2015 23:00;KLAIPEDA;15.08.2015 19:00;KIEL;399
21.08.2015 23:00;KLAIPEDA;22.08.2015 19:00;KIEL;399
16.08.2015 01:00;KLAIPEDA;16.08.2015 22:00;KIEL;399
23.08.2015 01:00;KLAIPEDA;23.08.2015 22:00;KIEL;399
16.08.2015 09:00;BREVIK;16.08.2015 16:00;GOTHENBURG;144
23.08.2015 09:00;BREVIK;23.08.2015 16:00;GOTHENBURG;144
14.08.2015 22:00;GHENT;16.08.2015 04:00;BREVIK;555
21.08.2015 22:00;GHENT;23.08.2015 04:00;BREVIK;555
10.08.2015 12:00;KAPELLSKAR;10.08.2015 21:30;PALDISKI;205
17.08.2015 12:00;KAPELLSKAR;17.08.2015 21:30;PALDISKI;205
11.08.2015 12:00;KAPELLSKAR;11.08.2015 21:30;PALDISKI;205
18.08.2015 12:00;KAPELLSKAR;18.08.2015 21:30;PALDISKI;205
12.08.2015 12:00;KAPELLSKAR;12.08.2015 21:30;PALDISKI;205
19.08.2015 12:00;KAPELLSKAR;19.08.2015 21:30;PALDISKI;205
13.08.2015 22:30;KAPELLSKAR;14.08.2015 09:00;PALDISKI;205
20.08.2015 22:30;KAPELLSKAR;21.08.2015 09:00;PALDISKI;205
15.08.2015 12:00;KAPELLSKAR;15.08.2015 21:30;PALDISKI;205
22.08.2015 12:00;KAPELLSKAR;22.08.2015 21:30;PALDISKI;205
16.08.2015 12:00;KAPELLSKAR;16.08.2015 21:30;PALDISKI;205
23.08.2015 12:00;KAPELLSKAR;23.08.2015 21:30;PALDISKI;205
10.08.2015 23:55;PALDISKI;11.08.2015 09:30;KAPELLSKAR;205
17.08.2015 23:55;PALDISKI;18.08.2015 09:30;KAPELLSKAR;205
11.08.2015 23:55;PALDISKI;12.08.2015 09:30;KAPELLSKAR;205
18.08.2015 23:55;PALDISKI;19.08.2015 09:30;KAPELLSKAR;205
12.08.2015 23:55;PALDISKI;13.08.2015 09:30;KAPELLSKAR;205
19.08.2015 23:55;PALDISKI;20.08.2015 09:30;KAPELLSKAR;205
14.08.2015 23:55;PALDISKI;15.08.2015 09:45;KAPELLSKAR;205
21.08.2015 23:55;PALDISKI;22.08.2015 09:45;KAPELLSKAR;205
15.08.2015 23:55;PALDISKI;16.08.2015 09:30;KAPELLSKAR;205
22.08.2015 23:55;PALDISKI;23.08.2015 09:30;KAPELLSKAR;205
16.08.2015 23:55;PALDISKI;17.08.2015 09:30;KAPELLSKAR;205
23.08.2015 23:55;PALDISKI;24.08.2015 09:30;KAPELLSKAR;205
11.08.2015 19:00;MARSEILLE;13.08.2015 07:00;TUNIS;534
18.08.2015 19:00;MARSEILLE;20.08.2015 07:00;TUNIS;534
13.08.2015 19:00;MARSEILLE;15.08.2015 07:00;TUNIS;534
20.08.2015 19:00;MARSEILLE;22.08.2015 07:00;TUNIS;534
15.08.2015 16:00;MARSEILLE;17.08.2015 07:00;TUNIS;534
22.08.2015 16:00;MARSEILLE;24.08.2015 07:00;TUNIS;534
11.08.2015 21:00;TUNIS;13.08.2015 08:30;MARSEILLE;534
18.08.2015 21:00;TUNIS;20.08.2015 08:30;MARSEILLE;534
13.08.2015 21:00;TUNIS;15.08.2015 07:00;MARSEILLE;534
20.08.2015 21:00;TUNIS;22.08.2015 07:00;MARSEILLE;534
15.08.2015 23:00;TUNIS;17.08.2015 08:30;MARSEILLE;534
22.08.2015 23:00;TUNIS;24.08.2015 08:30;MARSEILLE;534
10.08.2015 18:00;BREVIK;11.08.2015 08:00;GOTHENBURG;144
17.08.2015 18:00;BREVIK;18.08.2015 08:00;GOTHENBURG;144
14.08.2015 04:00;BREVIK;15.08.2015 05:00;IMMINGHAM;529
21.08.2015 04:00;BREVIK;22.08.2015 05:00;IMMINGHAM;529
12.08.2015 05:00;IMMINGHAM;13.08.2015 08:00;GOTHENBURG;569
19.08.2015 05:00;IMMINGHAM;20.08.2015 08:00;GOTHENBURG;569
16.08.2015 05:00;IMMINGHAM;17.08.2015 08:00;BREVIK;529
23.08.2015 05:00;IMMINGHAM;24.08.2015 08:00;BREVIK;529
10.08.2015 16:30;COPENHAGEN;11.08.2015 09:45;OSLO;272
17.08.2015 16:30;COPENHAGEN;18.08.2015 09:45;OSLO;272
11.08.2015 16:30;COPENHAGEN;12.08.2015 09:45;OSLO;272
18.08.2015 16:30;COPENHAGEN;19.08.2015 09:45;OSLO;272
12.08.2015 16:30;COPENHAGEN;13.08.2015 09:45;OSLO;272
19.08.2015 16:30;COPENHAGEN;20.08.2015 09:45;OSLO;272
13.08.2015 16:30;COPENHAGEN;14.08.2015 09:45;OSLO;272
20.08.2015 16:30;COPENHAGEN;21.08.2015 09:45;OSLO;272
14.08.2015 16:30;COPENHAGEN;15.08.2015 09:45;OSLO;272
21.08.2015 16:30;COPENHAGEN;22.08.2015 09:45;OSLO;272
15.08.2015 16:30;COPENHAGEN;16.08.2015 09:45;OSLO;272
22.08.2015 16:30;COPENHAGEN;23.08.2015 09:45;OSLO;272
16.08.2015 16:30;COPENHAGEN;17.08.2015 09:45;OSLO;272
23.08.2015 16:30;COPENHAGEN;24.08.2015 09:45;OSLO;272
10.08.2015 16:30;OSLO;11.08.2015 09:45;COPENHAGEN;272
17.08.2015 16:30;OSLO;18.08.2015 09:45;COPENHAGEN;272
11.08.2015 16:30;OSLO;12.08.2015 09:45;COPENHAGEN;272
18.08.2015 16:30;OSLO;19.08.2015 09:45;COPENHAGEN;272
12.08.2015 16:30;OSLO;13.08.2015 09:45;COPENHAGEN;272
19.08.2015 16:30;OSLO;20.08.2015 09:45;COPENHAGEN;272
13.08.2015 16:30;OSLO;14.08.2015 09:45;COPENHAGEN;272
20.08.2015 16:30;OSLO;21.08.2015 09:45;COPENHAGEN;272
14.08.2015 16:30;OSLO;15.08.2015 09:45;COPENHAGEN;272
21.08.2015 16:30;OSLO;22.08.2015 09:45;COPENHAGEN;272
15.08.2015 16:30;OSLO;16.08.2015 09:45;COPENHAGEN;272
22.08.2015 16:30;OSLO;23.08.2015 09:45;COPENHAGEN;272
16.08.2015 16:30;OSLO;17.08.2015 09:45;COPENHAGEN;272
23.08.2015 16:30;OSLO;24.08.2015 09:45;COPENHAGEN;272
10.08.2015 19:00;CUXHAVEN;11.08.2015 17:00;IMMINGHAM;374
17.08.2015 19:00;CUXHAVEN;18.08.2015 17:00;IMMINGHAM;374
11.08.2015 19:00;CUXHAVEN;12.08.2015 19:00;IMMINGHAM;374
18.08.2015 19:00;CUXHAVEN;19.08.2015 19:00;IMMINGHAM;374
13.08.2015 06:00;CUXHAVEN;14.08.2015 04:00;IMMINGHAM;374
20.08.2015 06:00;CUXHAVEN;21.08.2015 04:00;IMMINGHAM;374
14.08.2015 15:00;CUXHAVEN;15.08.2015 17:00;IMMINGHAM;374
21.08.2015 15:00;CUXHAVEN;22.08.2015 17:00;IMMINGHAM;374
15.08.2015 21:00;CUXHAVEN;17.08.2015 04:00;IMMINGHAM;374
22.08.2015 21:00;CUXHAVEN;24.08.2015 04:00;IMMINGHAM;374
10.08.2015 13:00;IMMINGHAM;11.08.2015 13:00;CUXHAVEN;374
17.08.2015 13:00;IMMINGHAM;18.08.2015 13:00;CUXHAVEN;374
12.08.2015 01:00;IMMINGHAM;13.08.2015 00:00;CUXHAVEN;374
19.08.2015 01:00;IMMINGHAM;20.08.2015 00:00;CUXHAVEN;374
13.08.2015 04:00;IMMINGHAM;14.08.2015 05:00;CUXHAVEN;374
20.08.2015 04:00;IMMINGHAM;21.08.2015 05:00;CUXHAVEN;374
14.08.2015 12:00;IMMINGHAM;15.08.2015 15:00;CUXHAVEN;374
21.08.2015 12:00;IMMINGHAM;22.08.2015 15:00;CUXHAVEN;374
16.08.2015 04:00;IMMINGHAM;17.08.2015 05:00;CUXHAVEN;374
23.08.2015 04:00;IMMINGHAM;24.08.2015 05:00;CUXHAVEN;374
10.08.2015 21:30;ESBJERG;11.08.2015 14:30;IMMINGHAM;375
17.08.2015 21:30;ESBJERG;18.08.2015 14:30;IMMINGHAM;375
11.08.2015 21:30;ESBJERG;12.08.2015 14:30;IMMINGHAM;375
18.08.2015 21:30;ESBJERG;19.08.2015 14:30;IMMINGHAM;375
12.08.2015 21:30;ESBJERG;13.08.2015 14:30;IMMINGHAM;375
19.08.2015 21:30;ESBJERG;20.08.2015 14:30;IMMINGHAM;375
13.08.2015 21:30;ESBJERG;14.08.2015 14:30;IMMINGHAM;375
20.08.2015 21:30;ESBJERG;21.08.2015 14:30;IMMINGHAM;375
14.08.2015 21:30;ESBJERG;15.08.2015 14:30;IMMINGHAM;375
21.08.2015 21:30;ESBJERG;22.08.2015 14:30;IMMINGHAM;375
15.08.2015 21:30;ESBJERG;16.08.2015 14:30;IMMINGHAM;375
22.08.2015 21:30;ESBJERG;23.08.2015 14:30;IMMINGHAM;375
10.08.2015 20:30;IMMINGHAM;11.08.2015 15:30;ESBJERG;375
17.08.2015 20:30;IMMINGHAM;18.08.2015 15:30;ESBJERG;375
11.08.2015 20:30;IMMINGHAM;12.08.2015 15:30;ESBJERG;375
18.08.2015 20:30;IMMINGHAM;19.08.2015 15:30;ESBJERG;375
12.08.2015 20:30;IMMINGHAM;13.08.2015 15:30;ESBJERG;375
19.08.2015 20:30;IMMINGHAM;20.08.2015 15:30;ESBJERG;375
13.08.2015 20:30;IMMINGHAM;14.08.2015 15:30;ESBJERG;375
20.08.2015 20:30;IMMINGHAM;21.08.2015 15:30;ESBJERG;375
14.08.2015 20:30;IMMINGHAM;15.08.2015 15:30;ESBJERG;375
21.08.2015 20:30;IMMINGHAM;22.08.2015 15:30;ESBJERG;375
15.08.2015 20:30;IMMINGHAM;16.08.2015 15:30;ESBJERG;375
22.08.2015 20:30;IMMINGHAM;23.08.2015 15:30;ESBJERG;375
13.08.2015 15:00;GOTHENBURG;13.08.2015 23:00;BREVIK;144
20.08.2015 15:00;GOTHENBURG;20.08.2015 23:00;BREVIK;144
11.08.2015 13:00;GHENT;12.08.2015 18:00;GOTHENBURG;595
18.08.2015 13:00;GHENT;19.08.2015 18:00;GOTHENBURG;595
12.08.2015 14:00;GHENT;13.08.2015 20:00;GOTHENBURG;595
19.08.2015 14:00;GHENT;20.08.2015 20:00;GOTHENBURG;595
13.08.2015 16:00;GHENT;14.08.2015 22:00;GOTHENBURG;595
20.08.2015 16:00;GHENT;21.08.2015 22:00;GOTHENBURG;595
15.08.2015 22:00;GHENT;17.08.2015 07:00;GOTHENBURG;595
22.08.2015 22:00;GHENT;24.08.2015 07:00;GOTHENBURG;595
16.08.2015 22:00;GHENT;18.08.2015 07:00;GOTHENBURG;595
23.08.2015 22:00;GHENT;25.08.2015 07:00;GOTHENBURG;595
11.08.2015 00:00;GOTHENBURG;12.08.2015 06:00;GHENT;595
18.08.2015 00:00;GOTHENBURG;19.08.2015 06:00;GHENT;595
12.08.2015 00:00;GOTHENBURG;13.08.2015 08:00;GHENT;595
19.08.2015 00:00;GOTHENBURG;20.08.2015 08:00;GHENT;595
13.08.2015 04:00;GOTHENBURG;14.08.2015 14:00;GHENT;595
20.08.2015 04:00;GOTHENBURG;21.08.2015 14:00;GHENT;595
14.08.2015 04:00;GOTHENBURG;15.08.2015 14:00;GHENT;595
21.08.2015 04:00;GOTHENBURG;22.08.2015 14:00;GHENT;595
15.08.2015 08:00;GOTHENBURG;16.08.2015 16:00;GHENT;595
22.08.2015 08:00;GOTHENBURG;23.08.2015 16:00;GHENT;595
16.08.2015 23:00;GOTHENBURG;18.08.2015 06:00;GHENT;595
23.08.2015 23:00;GOTHENBURG;25.08.2015 06:00;GHENT;595
10.08.2015 20:00;GOTHENBURG;11.08.2015 22:00;IMMINGHAM;569
17.08.2015 20:00;GOTHENBURG;18.08.2015 22:00;IMMINGHAM;569
11.08.2015 20:00;GOTHENBURG;12.08.2015 22:00;IMMINGHAM;569
18.08.2015 20:00;GOTHENBURG;19.08.2015 22:00;IMMINGHAM;569
12.08.2015 20:00;GOTHENBURG;13.08.2015 22:00;IMMINGHAM;569
19.08.2015 20:00;GOTHENBURG;20.08.2015 22:00;IMMINGHAM;569
14.08.2015 20:00;GOTHENBURG;15.08.2015 22:00;IMMINGHAM;569
21.08.2015 20:00;GOTHENBURG;22.08.2015 22:00;IMMINGHAM;569
15.08.2015 19:00;GOTHENBURG;17.08.2015 00:00;IMMINGHAM;569
22.08.2015 19:00;GOTHENBURG;24.08.2015 00:00;IMMINGHAM;569
11.08.2015 02:00;IMMINGHAM;12.08.2015 08:00;GOTHENBURG;569
18.08.2015 02:00;IMMINGHAM;19.08.2015 08:00;GOTHENBURG;569
13.08.2015 05:00;IMMINGHAM;14.08.2015 08:00;GOTHENBURG;569
20.08.2015 05:00;IMMINGHAM;21.08.2015 08:00;GOTHENBURG;569
14.08.2015 05:00;IMMINGHAM;15.08.2015 11:00;GOTHENBURG;569
21.08.2015 05:00;IMMINGHAM;22.08.2015 11:00;GOTHENBURG;569
15.08.2015 11:00;IMMINGHAM;16.08.2015 15:00;GOTHENBURG;569
22.08.2015 11:00;IMMINGHAM;23.08.2015 15:00;GOTHENBURG;569
10.08.2015 08:30;HELSINKI;10.08.2015 11:00;TALLINN;50
17.08.2015 08:30;HELSINKI;17.08.2015 11:00;TALLINN;50
10.08.2015 15:30;HELSINKI;10.08.2015 18:00;TALLINN;50
17.08.2015 15:30;HELSINKI;17.08.2015 18:00;TALLINN;50
11.08.2015 08:30;HELSINKI;11.08.2015 11:00;TALLINN;50
18.08.2015 08:30;HELSINKI;18.08.2015 11:00;TALLINN;50
11.08.2015 15:30;HELSINKI;11.08.2015 18:00;TALLINN;50
18.08.2015 15:30;HELSINKI;18.08.2015 18:00;TALLINN;50
12.08.2015 08:30;HELSINKI;12.08.2015 11:00;TALLINN;50
19.08.2015 08:30;HELSINKI;19.08.2015 11:00;TALLINN;50
12.08.2015 15:30;HELSINKI;12.08.2015 18:00;TALLINN;50
19.08.2015 15:30;HELSINKI;19.08.2015 18:00;TALLINN;50
13.08.2015 08:30;HELSINKI;13.08.2015 11:00;TALLINN;50
20.08.2015 08:30;HELSINKI;20.08.2015 11:00;TALLINN;50
13.08.2015 15:30;HELSINKI;13.08.2015 18:00;TALLINN;50
20.08.2015 15:30;HELSINKI;20.08.2015 18:00;TALLINN;50
14.08.2015 08:30;HELSINKI;14.08.2015 11:00;TALLINN;50
21.08.2015 08:30;HELSINKI;21.08.2015 11:00;TALLINN;50
14.08.2015 15:30;HELSINKI;14.08.2015 18:00;TALLINN;50
21.08.2015 15:30;HELSINKI;21.08.2015 18:00;TALLINN;50
15.08.2015 08:30;HELSINKI;15.08.2015 11:00;TALLINN;50
22.08.2015 08:30;HELSINKI;22.08.2015 11:00;TALLINN;50
15.08.2015 15:30;HELSINKI;15.08.2015 18:00;TALLINN;50
22.08.2015 15:30;HELSINKI;22.08.2015 18:00;TALLINN;50
16.08.2015 08:30;HELSINKI;16.08.2015 11:00;TALLINN;50
23.08.2015 08:30;HELSINKI;23.08.2015 11:00;TALLINN;50
16.08.2015 15:30;HELSINKI;16.08.2015 17:45;TALLINN;50
23.08.2015 15:30;HELSINKI;23.08.2015 17:45;TALLINN;50
10.08.2015 12:00;TALLINN;10.08.2015 14:30;HELSINKI;50
17.08.2015 12:00;TALLINN;17.08.2015 14:30;HELSINKI;50
10.08.2015 19:00;TALLINN;10.08.2015 21:45;HELSINKI;50
17.08.2015 19:00;TALLINN;17.08.2015 21:45;HELSINKI;50
11.08.2015 12:00;TALLINN;11.08.2015 14:30;HELSINKI;50
18.08.2015 12:00;TALLINN;18.08.2015 14:30;HELSINKI;50
11.08.2015 19:00;TALLINN;11.08.2015 21:45;HELSINKI;50
18.08.2015 19:00;TALLINN;18.08.2015 21:45;HELSINKI;50
12.08.2015 12:00;TALLINN;12.08.2015 14:30;HELSINKI;50
19.08.2015 12:00;TALLINN;19.08.2015 14:30;HELSINKI;50
12.08.2015 19:00;TALLINN;12.08.2015 21:45;HELSINKI;50
19.08.2015 19:00;TALLINN;19.08.2015 21:45;HELSINKI;50
13.08.2015 12:00;TALLINN;13.08.2015 14:30;HELSINKI;50
20.08.2015 12:00;TALLINN;20.08.2015 14:30;HELSINKI;50
13.08.2015 19:00;TALLINN;13.08.2015 21:45;HELSINKI;50
20.08.2015 19:00;TALLINN;20.08.2015 21:45;HELSINKI;50
14.08.2015 12:00;TALLINN;14.08.2015 14:30;HELSINKI;50
21.08.2015 12:00;TALLINN;21.08.2015 14:30;HELSINKI;50
14.08.2015 19:00;TALLINN;14.08.2015 21:45;HELSINKI;50
21.08.2015 19:00;TALLINN;21.08.2015 21:45;HELSINKI;50
15.08.2015 12:00;TALLINN;15.08.2015 14:30;HELSINKI;50
22.08.2015 12:00;TALLINN;22.08.2015 14:30;HELSINKI;50
15.08.2015 19:00;TALLINN;15.08.2015 21:45;HELSINKI;50
22.08.2015 19:00;TALLINN;22.08.2015 21:45;HELSINKI;50
16.08.2015 12:00;TALLINN;16.08.2015 14:30;HELSINKI;50
23.08.2015 12:00;TALLINN;23.08.2015 14:30;HELSINKI;50
16.08.2015 18:45;TALLINN;16.08.2015 21:15;HELSINKI;50
23.08.2015 18:45;TALLINN;23.08.2015 21:15;HELSINKI;50
11.08.2015 18:00;AARHUS;12.08.2015 05:00;ROSTOCK;175
18.08.2015 18:00;AARHUS;19.08.2015 05:00;ROSTOCK;175
14.08.2015 22:00;AARHUS;15.08.2015 12:00;ROSTOCK;175
21.08.2015 22:00;AARHUS;22.08.2015 12:00;ROSTOCK;175
13.08.2015 16:00;AMSTERDAM;17.08.2015 15:30;HELSINKI;928
20.08.2015 16:00;AMSTERDAM;24.08.2015 15:30;HELSINKI;928
11.08.2015 16:00;AMSTERDAM;13.08.2015 06:00;KOTKA;990
18.08.2015 16:00;AMSTERDAM;20.08.2015 06:00;KOTKA;990
13.08.2015 22:30;ANTWERP;15.08.2015 23:00;GDYNIA;747
20.08.2015 22:30;ANTWERP;22.08.2015 23:00;GDYNIA;747
13.08.2015 21:00;ANTWERP;17.08.2015 13:00;PALDISKI;1027
20.08.2015 21:00;ANTWERP;24.08.2015 13:00;PALDISKI;1027
10.08.2015 20:00;BILBAO;11.08.2015 06:00;KOTKA;1743
17.08.2015 20:00;BILBAO;18.08.2015 07:00;ST PETERSBURG;1828
14.08.2015 20:00;EL FERROL;20.08.2015 07:00;HELSINKI;1700
21.08.2015 20:00;EL FERROL;27.08.2015 07:00;HELSINKI;1700
13.08.2015 06:00;GDYNIA;14.08.2015 09:00;HELSINKI;437
20.08.2015 06:00;GDYNIA;21.08.2015 09:00;HELSINKI;437
16.08.2015 06:00;GDYNIA;17.08.2015 09:00;HELSINKI;437
23.08.2015 06:00;GDYNIA;24.08.2015 09:00;HELSINKI;437
14.08.2015 02:00;GDYNIA;16.08.2015 15:00;HULL;788
21.08.2015 02:00;GDYNIA;23.08.2015 15:00;HULL;788
11.08.2015 22:30;HANKO;13.08.2015 09:00;ROSTOCK;518
18.08.2015 22:30;HANKO;20.08.2015 09:00;ROSTOCK;518
15.08.2015 13:00;HANKO;16.08.2015 20:00;ROSTOCK;518
22.08.2015 13:00;HANKO;23.08.2015 20:00;ROSTOCK;518
12.08.2015 19:00;HELSINKI;13.08.2015 07:00;ST PETERSBURG;177
19.08.2015 19:00;HELSINKI;20.08.2015 07:00;ST PETERSBURG;177
16.08.2015 13:00;HELSINKI;17.08.2015 07:00;ST PETERSBURG;177
23.08.2015 13:00;HELSINKI;24.08.2015 07:00;ST PETERSBURG;177
11.08.2015 20:30;HELSINKI;12.08.2015 23:00;GDYNIA;437
18.08.2015 20:30;HELSINKI;19.08.2015 23:00;GDYNIA;437
11.08.2015 19:00;HELSINKI;13.08.2015 03:00;ROSTOCK;582
18.08.2015 19:00;HELSINKI;20.08.2015 03:00;ROSTOCK;582
14.08.2015 22:30;HELSINKI;16.08.2015 14:00;ROSTOCK;582
21.08.2015 22:30;HELSINKI;23.08.2015 14:00;ROSTOCK;582
10.08.2015 17:00;HELSINKI;11.08.2015 21:30;LUBECK;611
17.08.2015 17:00;HELSINKI;18.08.2015 21:30;LUBECK;611
11.08.2015 17:00;HELSINKI;12.08.2015 21:30;LUBECK;611
18.08.2015 17:00;HELSINKI;19.08.2015 21:30;LUBECK;611
12.08.2015 17:00;HELSINKI;13.08.2015 21:30;LUBECK;611
19.08.2015 17:00;HELSINKI;20.08.2015 21:30;LUBECK;611
13.08.2015 17:00;HELSINKI;14.08.2015 21:30;LUBECK;611
20.08.2015 17:00;HELSINKI;21.08.2015 21:30;LUBECK;611
14.08.2015 17:00;HELSINKI;15.08.2015 21:30;LUBECK;611
21.08.2015 17:00;HELSINKI;22.08.2015 21:30;LUBECK;611
15.08.2015 17:00;HELSINKI;16.08.2015 21:30;LUBECK;611
22.08.2015 17:00;HELSINKI;23.08.2015 21:30;LUBECK;611
14.08.2015 22:00;HELSINKI;17.08.2015 07:00;AARHUS;683
21.08.2015 22:00;HELSINKI;24.08.2015 07:00;AARHUS;683
15.08.2015 15:00;HELSINKI;20.08.2015 08:00;AMSTERDAM;928
22.08.2015 15:00;HELSINKI;27.08.2015 08:00;AMSTERDAM;928
15.08.2015 15:30;HELSINKI;18.08.2015 14:00;IMMINGHAM;1067
22.08.2015 15:30;HELSINKI;25.08.2015 14:00;IMMINGHAM;1067
15.08.2015 14:00;HELSINKI;19.08.2015 13:00;TILBURY;1061
22.08.2015 14:00;HELSINKI;26.08.2015 13:00;TILBURY;1061
10.08.2015 22:00;HELSINKI;16.08.2015 08:00;HULL;1063
17.08.2015 22:00;HELSINKI;23.08.2015 08:00;HULL;1063
13.08.2015 15:30;HELSINKI;15.08.2015 08:00;EL FERROL;1700
20.08.2015 15:30;HELSINKI;22.08.2015 08:00;EL FERROL;1700
12.08.2015 14:00;HULL;13.08.2015 07:30;AMSTERDAM;248
19.08.2015 14:00;HULL;20.08.2015 07:30;AMSTERDAM;248
16.08.2015 16:00;HULL;19.08.2015 15:00;HELSINKI;1063
23.08.2015 16:00;HULL;26.08.2015 15:00;HELSINKI;1063
12.08.2015 16:00;HULL;18.08.2015 18:00;RAUMA;1087
19.08.2015 16:00;HULL;25.08.2015 18:00;RAUMA;1087
11.08.2015 22:00;IMMINGHAM;12.08.2015 15:00;RAUMA;1091
18.08.2015 22:00;IMMINGHAM;19.08.2015 15:00;RAUMA;1091
10.08.2015 09:15;KAPELLSKAR;10.08.2015 13:45;MARIEHAMN;42
17.08.2015 09:15;KAPELLSKAR;17.08.2015 13:45;MARIEHAMN;42
10.08.2015 21:45;KAPELLSKAR;11.08.2015 02:10;MARIEHAMN;42
17.08.2015 21:45;KAPELLSKAR;18.08.2015 02:10;MARIEHAMN;42
11.08.2015 01:00;KAPELLSKAR;11.08.2015 05:30;MARIEHAMN;42
18.08.2015 01:00;KAPELLSKAR;18.08.2015 05:30;MARIEHAMN;42
11.08.2015 09:15;KAPELLSKAR;11.08.2015 13:45;MARIEHAMN;42
18.08.2015 09:15;KAPELLSKAR;18.08.2015 13:45;MARIEHAMN;42
11.08.2015 21:45;KAPELLSKAR;12.08.2015 02:10;MARIEHAMN;42
18.08.2015 21:45;KAPELLSKAR;19.08.2015 02:10;MARIEHAMN;42
12.08.2015 01:00;KAPELLSKAR;12.08.2015 05:30;MARIEHAMN;42
19.08.2015 01:00;KAPELLSKAR;19.08.2015 05:30;MARIEHAMN;42
12.08.2015 09:15;KAPELLSKAR;12.08.2015 13:45;MARIEHAMN;42
19.08.2015 09:15;KAPELLSKAR;19.08.2015 13:45;MARIEHAMN;42
12.08.2015 21:45;KAPELLSKAR;13.08.2015 02:10;MARIEHAMN;42
19.08.2015 21:45;KAPELLSKAR;20.08.2015 02:10;MARIEHAMN;42
13.08.2015 01:00;KAPELLSKAR;13.08.2015 05:30;MARIEHAMN;42
